@RELATION mfcc_features
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
-349.938834,161.826813,-3.370240,14.195451,5.771660,3.526035,2.964038,-7.113631,-7.914620,-0.341503,2.859118,-2.490217,-6.781764,-8.830839,-6.672370,-4.896300,0.114769,4.251423,5.079311,2.604298,0.342332,-0.630417,-1.309632,-3.166377,-6.022480,0.116323,0.052446,0.030322,0.003843,-0.021099,-0.013696,-0.014938,-0.024812,-0.003044,-0.007153,-0.022219,0.001563,0.014471,0.013093,0.012539,-0.001120,-0.000766,0.009866,0.003886,-0.019553,-0.013162,0.025448,0.035878,0.001457,-0.007356,0.009966,-0.008756,0.036376,0.002415,-0.015653,0.003874,-0.000172,-0.002167,0.004031,-0.004166,-0.003057,0.010840,0.006721,-0.004473,0.002931,0.001109,-0.002823,-0.005830,-0.000676,-0.005143,0.000530,0.000625,0.002647,0.001858,-0.003276,-0.001235,0.003384,-0.000320,41.943807,18.384035,16.407701,8.792000,7.532385,7.565012,7.546586,8.520863,9.781450,12.859546,10.147752,9.877967,11.933281,9.129625,9.652482,9.182816,9.699589,11.948160,9.002912,11.716901,11.069284,11.224953,11.824803,9.778904,11.744082,7.705789,2.108346,1.360662,1.059809,0.958259,0.894951,0.862840,0.875461,0.800389,0.956299,0.941617,0.850066,0.896810,0.901663,0.838303,0.852548,0.798322,0.883586,0.881633,0.910904,0.856546,0.860736,0.911272,0.856444,0.814455,0.825213,0.796895,1.173706,0.668376,0.721737,0.603770,0.555340,0.559048,0.572929,0.527268,0.610301,0.617941,0.571806,0.578600,0.563577,0.543207,0.532159,0.549018,0.548666,0.563512,0.562447,0.479140,0.526671,0.582291,0.520232,0.533179,0.491666,0.509507,classical
-197.192099,137.404020,-34.155982,25.362675,-5.277172,-2.775171,-9.498250,-7.608982,-7.652765,-5.666133,-4.379935,-5.424618,-3.534874,-5.658738,-1.889983,-2.880209,-3.483164,-4.029827,-7.297965,-4.188188,-0.793334,-3.916293,-5.146171,-3.273567,-3.712247,-2.506302,0.065231,-0.014509,0.017191,-0.009855,0.006421,-0.000120,-0.011195,-0.006538,-0.008280,-0.015070,-0.002441,0.009826,0.019900,0.005728,-0.014497,0.001165,-0.004701,-0.023776,-0.003847,0.031721,0.014854,-0.039379,-0.017667,0.002763,-0.009998,0.001843,-0.042090,0.034681,-0.003214,0.001679,-0.005307,-0.003336,0.005385,0.005932,0.001929,0.008436,0.005267,0.002643,-0.004496,-0.001466,-0.002688,0.001653,0.003919,0.007009,0.002458,-0.002237,0.000499,0.003038,0.007016,-0.000445,0.004358,0.001821,74.981204,24.652070,20.435124,9.274375,6.786791,6.562385,6.043748,6.295731,6.951053,6.502248,7.233545,7.126966,6.934622,5.892479,6.114933,5.840222,5.895032,6.953429,7.568242,10.411199,10.732989,9.327568,10.048004,10.743788,9.311784,7.591767,10.042906,4.341982,2.025804,1.374943,1.249317,1.053089,1.027463,0.972304,1.038749,1.005574,1.066323,1.066725,1.094891,0.979767,1.003857,0.995222,0.901956,0.996770,1.154273,1.496225,1.483505,1.196218,1.385901,1.562613,1.312677,0.996858,5.953089,2.472886,1.057940,0.820224,0.757820,0.615654,0.642448,0.600707,0.668778,0.631349,0.628650,0.592741,0.640875,0.640988,0.561050,0.581268,0.591656,0.572547,0.616865,0.716717,0.706351,0.684186,0.666661,0.712101,0.631896,0.556207,classical
-166.393481,122.119417,-32.111500,16.683939,-5.395674,-2.486983,-9.820253,-4.901547,-6.964921,-4.573856,-6.645280,-5.491032,-5.368008,-4.962776,-2.783657,-3.184639,-4.076644,-3.550935,-4.643793,-1.171016,-0.236321,-3.314097,-4.314758,-3.268120,-2.399842,-1.151761,-0.076489,0.012338,-0.001145,0.011762,0.003479,0.007727,0.008527,0.011792,0.008696,0.010104,0.028194,0.017023,-0.002877,-0.007044,-0.003689,-0.001367,0.009865,-0.002656,-0.001387,0.015730,0.010216,0.002837,-0.002868,0.004651,-0.001905,0.001635,0.017250,-0.011142,-0.004095,-0.006361,-0.007882,-0.003875,0.003891,-0.001074,0.003745,-0.005977,-0.004454,-0.005088,0.002552,-0.001696,0.006129,0.008577,0.006553,0.002847,-0.008386,-0.010727,-0.002968,0.011784,0.004796,0.003215,0.002356,0.001460,57.187809,26.360641,14.946738,7.710552,6.563858,6.596343,5.509004,5.583741,6.251774,6.637261,7.409370,6.039440,6.474778,6.446752,7.320848,6.073372,6.168422,7.362439,7.099307,7.895703,8.807463,8.159907,7.577739,6.949661,6.980681,6.026780,9.732493,4.986893,1.858282,1.454837,1.194057,1.135923,0.933042,0.966517,1.043412,1.159703,1.057284,0.928893,0.963627,0.991142,1.123920,1.000551,0.948441,1.045859,1.106877,1.310544,1.369660,1.390817,1.303815,1.065321,1.049851,1.028610,5.795985,2.501512,1.027396,0.899518,0.745199,0.700980,0.559136,0.620275,0.628183,0.656341,0.591778,0.558977,0.591881,0.598911,0.676242,0.584719,0.579342,0.589963,0.615926,0.690015,0.720298,0.711089,0.700527,0.608342,0.597654,0.592874,classical
-274.359396,148.373435,-20.323821,21.791871,7.950323,3.786222,-2.228538,-6.084720,-5.624156,-6.696158,-5.912067,-4.588787,-1.535087,-3.027744,-4.696214,-7.713765,-7.215487,-5.410745,-5.248800,-5.265857,-5.548726,-10.197488,-7.694996,-4.629442,-3.537364,-3.601351,0.149079,-0.001897,-0.001547,-0.013234,-0.028162,-0.018863,0.001635,0.016953,0.004923,-0.000811,0.002730,0.002688,0.001498,-0.013785,-0.015417,-0.007292,0.000441,0.004133,-0.006785,-0.009411,0.003525,0.011529,0.015002,-0.001460,-0.004902,0.008982,-0.038379,-0.011486,0.007388,-0.004125,0.007172,0.007209,0.007859,0.014588,0.005108,0.003484,0.000756,-0.000778,-0.001339,-0.005281,-0.003307,0.000170,0.002382,0.000582,-0.004477,-0.004598,0.001774,0.008883,0.003841,-0.000897,-0.001505,-0.000786,85.906442,26.244446,24.904058,9.676809,13.825434,10.128386,7.242822,8.373616,7.014470,7.366913,8.611081,9.376869,9.199557,10.587524,11.219357,9.217756,10.157879,9.075685,9.606369,9.356464,10.630267,12.038080,10.656961,8.677908,8.368739,7.168602,9.759069,3.677386,2.853258,1.652839,1.299086,1.175986,1.029193,1.119161,1.067611,0.999755,1.167993,1.339516,1.337333,1.474920,1.531860,1.392812,1.611558,1.462030,1.391211,1.432558,1.440402,1.566265,1.551379,1.159045,1.304507,1.117160,4.676692,1.842759,1.555526,0.995166,0.825180,0.650961,0.675541,0.721145,0.649840,0.591822,0.655240,0.728945,0.727699,0.763859,0.784673,0.793881,0.797299,0.721143,0.764162,0.754507,0.763073,0.779624,0.837020,0.667934,0.695747,0.681795,classical
-305.431508,135.937641,-11.767094,18.222664,10.368749,3.004951,-5.594764,0.148686,-1.351225,-1.872999,-3.211319,-6.746242,-2.694086,-5.596806,-4.531134,-4.791564,-5.366229,-2.623396,-5.833599,-6.924808,-2.956440,-2.149303,0.636437,-0.359120,-0.926377,-2.897916,-0.145913,0.009250,0.002067,-0.007983,-0.003619,-0.018344,0.007567,0.005453,0.004586,-0.004389,-0.006678,-0.015207,-0.003797,-0.000090,-0.012883,-0.009489,0.003707,-0.004693,0.005664,0.000499,-0.007673,-0.017692,-0.007407,0.004316,-0.002222,0.000484,0.019276,-0.000309,0.001061,0.002254,0.002946,0.001181,-0.002300,-0.006767,0.000610,-0.003758,-0.003932,-0.002258,0.003926,0.002734,-0.001089,-0.004281,-0.000573,-0.001602,0.001055,0.007908,0.001622,0.001868,0.002437,0.000962,-0.003345,-0.001369,139.734725,32.477337,21.468759,10.410188,12.188286,7.861781,9.331442,6.604367,7.306102,5.793827,7.071634,6.731371,7.742373,5.438394,5.570746,6.090934,7.483786,6.590488,6.569047,6.901755,7.639002,6.818728,7.083719,8.671182,5.815514,4.869712,7.967190,4.504238,1.641240,1.391297,1.655263,0.988586,1.148122,0.920900,0.967068,0.887362,0.912759,1.003585,0.884092,0.778042,0.866692,0.915367,0.867638,0.786820,0.957095,0.957904,0.979022,0.948955,0.931815,0.975561,0.832302,0.779079,3.910380,3.048482,0.983438,0.908964,1.180624,0.587688,0.821084,0.646270,0.610379,0.599957,0.604633,0.655092,0.594349,0.544389,0.542944,0.591204,0.567881,0.525124,0.576225,0.563568,0.589471,0.605842,0.570106,0.576453,0.592698,0.516015,classical
-465.922283,180.202065,56.682798,11.031251,5.835223,0.734212,-3.962384,-5.885416,-8.461983,-9.784013,-7.692602,-3.254735,-1.857446,-4.006844,-4.101010,-2.468194,-2.357404,-2.993994,-3.226027,-1.715074,0.864015,0.178204,-2.610833,-2.454121,-0.581185,-0.090385,0.005646,-0.000314,-0.014375,-0.017474,-0.005664,-0.000555,-0.000933,0.001539,0.007663,0.004687,-0.001570,0.001959,0.007089,0.006551,0.003718,0.003796,0.003652,-0.001802,-0.008305,-0.004822,0.000930,0.004183,0.003807,0.005467,0.009012,0.004959,0.020865,0.014113,-0.007623,-0.009698,-0.000938,0.000160,-0.003002,-0.004803,-0.000700,0.003756,0.003936,-0.000006,-0.001205,0.002084,0.004188,0.003760,0.002066,0.002521,0.004098,0.003014,-0.000189,-0.002344,-0.000536,0.001272,0.002092,0.000688,38.574083,20.840216,17.989108,11.721371,6.991282,6.949310,6.623070,6.582270,6.548716,6.446665,7.043429,6.720608,7.139769,7.936771,8.619355,9.140605,8.081479,7.486111,7.730075,6.033733,5.853660,7.171749,9.295539,10.795188,7.423507,7.057363,3.605602,2.052110,1.499537,1.162151,0.899111,0.932209,0.883719,0.890407,0.752110,0.676127,0.750760,0.807109,0.807170,0.821330,0.845414,0.774361,0.774427,0.857092,0.834057,0.710379,0.698224,0.809807,0.868556,0.939050,0.746264,0.818520,1.954810,1.136196,0.797833,0.639879,0.520195,0.519141,0.486250,0.496539,0.422961,0.385548,0.403573,0.410814,0.415286,0.392970,0.435144,0.420738,0.389962,0.450724,0.411487,0.388199,0.383625,0.392377,0.400720,0.468041,0.359808,0.410079,classical
-498.724787,145.691616,46.536055,15.265368,3.058496,-0.836966,-5.227453,-6.211700,-3.818589,0.078461,2.723051,2.221653,0.236478,-0.466235,-0.881354,0.583056,3.288136,2.316113,-2.570250,-4.819214,-2.507164,0.980320,2.921687,0.510205,-2.777147,-0.981694,0.044604,0.029190,-0.011452,-0.012737,-0.004396,-0.005593,-0.009721,-0.005899,-0.003209,-0.001475,-0.002862,-0.000553,0.000457,-0.002746,-0.005421,-0.002660,0.007453,0.006960,0.005166,0.007114,0.008663,0.007241,0.000401,-0.001847,0.001107,-0.004517,0.004953,0.006874,0.003451,-0.003830,-0.003663,-0.000602,-0.001590,-0.003457,-0.005731,-0.004151,-0.000962,0.000752,0.003475,0.003110,-0.000832,-0.000642,0.000027,0.000705,-0.000518,-0.005378,-0.004419,-0.001990,0.004591,0.004740,0.001375,-0.000891,67.742691,30.068968,28.625601,15.245150,9.658250,9.285052,9.029605,7.920280,8.627226,10.266897,9.324800,7.647666,8.676573,7.719157,6.666886,6.283465,7.381504,6.790018,6.165442,7.031022,8.677308,8.205799,6.893268,7.940193,8.247749,6.584560,5.891515,2.662022,1.694942,1.301815,1.128666,0.971137,1.190328,1.016685,0.993517,0.893243,0.831796,0.805446,0.862160,0.791776,0.741481,0.772132,0.907536,0.844540,0.714765,0.762113,0.971558,0.772943,0.738865,0.680894,0.791225,0.768881,3.015230,1.365257,0.836820,0.795431,0.612175,0.528339,0.652998,0.554811,0.525050,0.461903,0.467169,0.425994,0.459414,0.436875,0.412634,0.407365,0.447822,0.446636,0.383082,0.406601,0.480889,0.424250,0.433925,0.387408,0.419532,0.407699,classical
-421.616445,172.842376,28.052253,-2.562525,-3.584569,-4.865514,-8.893527,-10.703955,-7.681037,-7.955806,-7.324607,-2.709026,-0.914543,-4.220646,-8.437571,-8.412960,-4.137205,-0.404439,0.095414,-0.277915,3.038439,6.809315,8.817119,9.078642,6.720830,4.197075,0.161503,0.045522,-0.067637,0.001056,-0.009266,-0.005510,-0.007263,-0.004207,0.011457,0.007436,0.009816,0.017556,0.010325,-0.010920,-0.015340,-0.011583,-0.006788,0.007988,0.000889,-0.019689,-0.015131,0.002354,0.010769,0.006210,0.006154,0.007060,0.013306,-0.000900,-0.000922,0.003956,-0.005009,-0.001816,-0.002194,0.006082,0.004931,0.001608,0.000663,-0.005867,-0.004049,-0.003038,-0.004752,-0.002261,0.003184,0.003278,-0.004421,-0.006599,-0.003041,0.002166,0.003202,-0.001611,-0.000303,-0.004547,69.672270,25.080604,32.193074,13.261674,10.818058,9.678586,10.356174,10.924442,10.234989,10.010677,11.282142,13.530419,12.840309,9.180613,7.728805,7.670424,8.050770,7.405339,8.906612,11.609571,10.600271,9.634234,11.278758,9.279284,7.746762,8.122622,5.645131,3.040626,2.126478,1.768720,1.267368,1.077089,1.273004,1.294079,1.123733,1.276324,1.287993,1.326399,1.245477,1.238589,1.217535,1.118212,1.052692,1.063057,1.226272,1.290034,1.341270,1.431007,1.281419,1.156585,1.206435,1.277719,3.821165,2.151550,1.328532,1.168223,0.773753,0.625553,0.763056,0.772481,0.654631,0.747826,0.756763,0.730217,0.660177,0.660604,0.644640,0.652500,0.617407,0.606293,0.719493,0.768947,0.755494,0.743932,0.695826,0.676985,0.666848,0.620856,classical
-429.173278,175.174641,31.858989,4.301976,1.034890,-5.771479,-9.490332,-11.280267,-10.573995,-8.665821,-6.329770,-1.675412,0.825935,-0.182332,0.023008,0.198499,-1.852694,-4.415914,-4.965117,-4.612738,-4.117931,-3.584873,-3.241342,-1.398679,0.072852,1.149669,0.113226,0.001738,-0.023778,0.027301,-0.026483,-0.002224,-0.004504,-0.007728,0.001837,-0.005385,0.005199,0.004842,-0.006113,-0.001193,-0.006541,-0.008369,-0.002343,0.004004,-0.004020,-0.013222,0.001581,0.011719,0.011114,-0.002036,0.000651,-0.001369,-0.009403,0.003742,0.004462,-0.004078,0.004073,-0.000549,-0.003030,0.004326,0.006161,-0.003297,-0.004077,0.001512,-0.003401,-0.002307,-0.002460,-0.000327,-0.002688,-0.003433,-0.001551,-0.003097,0.007764,0.000376,0.004411,0.004807,0.003838,0.000553,65.275210,29.928843,27.708341,12.268502,9.753421,8.192074,8.145438,8.838838,7.985031,8.529948,10.330622,11.000824,11.694869,9.996720,11.004315,11.248607,8.893292,8.412842,8.571757,9.430205,8.202155,11.712535,10.497855,7.980649,8.285444,7.279214,5.015099,2.613912,1.934869,1.388634,1.178996,1.022831,1.042855,1.099140,0.962949,0.958410,1.074087,1.232971,1.166807,1.128288,1.247906,1.345409,1.182591,1.037963,1.112252,1.091165,1.075442,1.419724,1.358723,1.203092,0.991979,1.001255,3.481135,1.905970,1.185256,0.866268,0.696899,0.620348,0.682871,0.652904,0.564811,0.564039,0.582220,0.653662,0.576794,0.588652,0.617816,0.654141,0.603142,0.545592,0.633574,0.586269,0.584284,0.670240,0.678514,0.630500,0.536763,0.556927,classical
-413.441740,143.478681,31.304401,14.024496,1.512249,-2.294590,-6.466149,-8.101449,-5.929849,-4.474500,-2.798328,-0.814091,-1.214226,-2.383761,-3.803401,-3.513934,-2.705090,-2.384637,0.614359,2.655698,1.332661,-1.766340,-2.682373,0.351679,2.987526,3.599418,0.257291,0.150138,-0.031057,-0.007799,-0.024103,-0.016674,-0.007888,-0.019659,-0.016385,-0.023067,-0.026395,-0.014158,-0.013271,-0.007724,0.000256,-0.008027,-0.002900,-0.004429,-0.007968,-0.005420,-0.004003,0.000673,0.003534,-0.001363,-0.005153,-0.000669,0.005255,0.002307,0.001603,-0.001730,-0.000631,-0.001211,0.004345,0.005679,0.003084,0.005030,-0.000007,-0.001366,0.001069,0.004633,0.002877,0.003135,0.005334,-0.004852,-0.007007,-0.003383,0.002945,0.009698,0.001868,-0.000294,-0.003342,-0.003389,107.485342,47.900839,37.365426,13.523552,12.928416,9.748540,10.414142,10.825735,8.589941,8.615789,7.945939,7.214550,8.471916,10.030193,9.043094,6.678739,5.641700,6.759987,7.737123,8.085430,7.243317,8.227184,8.150038,7.140265,5.972203,6.585495,6.537423,3.090238,1.693234,1.629965,1.627936,1.125158,1.168141,1.153390,0.916933,1.016728,1.032241,0.916048,0.928600,0.987585,0.934131,0.883140,0.742769,0.800564,0.909109,0.823690,0.888487,0.986332,0.875503,0.901546,0.857714,0.933513,3.411473,1.452511,0.789987,0.822725,0.761819,0.554419,0.564017,0.562399,0.508628,0.523000,0.507179,0.511154,0.525412,0.516788,0.489218,0.470594,0.452650,0.504403,0.521507,0.487858,0.495123,0.567282,0.486281,0.501004,0.459017,0.504980,classical
