@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE AVG_ZCR NUMERIC
@ATTRIBUTE AVG_HARMONIC NUMERIC
@ATTRIBUTE AVG_PERCUSSIVE NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
35.239229,21.028063,113.081122,5.819791,25.005004,-302.321123,139.303258,-1.825062,26.727195,0.804433,14.278927,-0.3838,-3.303344,-10.662249,-2.06901,0.754974,4.957009,2.365094,-4.892361,-3.699402,-3.725641,-6.504681,-4.077428,0.149392,6.926061,11.055362,4.892648,-1.015873,-3.111642,-1.15863,-1.10051,65.698661,35.932442,17.482677,11.517477,8.313911,5.954862,7.833152,8.408973,5.999482,8.04039,7.812563,6.873583,6.764989,6.98333,8.258789,7.112465,7.373602,6.616798,7.183719,8.60001,8.117174,7.119412,7.457186,7.122503,6.285439,5.081916,7.410252,5.059491,2.813049,1.8109,1.552403,1.13516,1.130133,1.164865,1.110977,1.196644,1.270955,1.212454,1.198602,1.076036,1.208803,1.06042,1.154858,1.202694,1.160315,1.309831,1.229243,1.085438,1.09596,1.119234,0.888185,0.991246,2.857888,1.978136,1.441581,1.000007,0.742327,0.68715,0.75481,0.619083,0.641752,0.649611,0.630889,0.665864,0.647591,0.63254,0.660136,0.635572,0.626921,0.627063,0.671686,0.677099,0.712544,0.649924,0.665759,0.62346,0.519628,0.592541,135.999178,18.904762,0.067196,2.6e-05,0.000245,jazz
35.015305,22.61098,88.019906,1.356242,26.502183,-272.14653,179.150431,-41.777754,22.434655,-6.213344,-0.725185,-14.329271,-10.695465,-6.843454,-12.319291,-18.754914,-10.822136,-8.502651,-11.142716,-8.817752,-8.000431,-12.301503,-5.902327,-2.512276,-7.189224,-8.52269,-4.58484,-6.234774,-6.970438,4.600495,2.158154,79.816807,28.104222,33.986546,22.2061,14.898387,8.793315,8.79923,7.495129,7.677171,10.402055,7.622074,7.819706,6.007226,9.252949,10.303081,7.042291,6.543595,7.211105,5.719098,6.203693,7.480632,6.923295,5.710854,6.261492,11.359053,10.828309,5.638124,2.548587,2.508837,1.687115,1.19637,1.050017,1.030982,1.146438,0.994209,1.127452,0.944675,0.943796,0.917991,0.886802,1.073352,1.04503,0.940038,0.908808,0.631285,0.896216,0.89431,0.768522,0.825073,1.04088,1.389498,1.352747,2.587362,1.433636,1.406747,0.915166,0.631946,0.6511,0.593164,0.623185,0.638165,0.589872,0.603224,0.588845,0.565868,0.598203,0.608748,0.586757,0.56158,0.515974,0.406334,0.525458,0.51104,0.461068,0.482242,0.523399,0.668685,0.723402,117.453835,22.235294,0.051093,-2e-06,-3e-06,jazz
34.457395,23.39598,90.479364,1.120739,25.163116,-206.524926,167.747522,-2.33678,12.49603,0.836448,16.813934,-16.799117,12.755388,-14.663152,6.725487,-8.030073,9.674419,-14.009174,7.34565,-7.23008,-0.41974,-7.707465,3.782616,-2.912227,1.785312,-1.453096,1.414385,2.289854,3.275812,1.863959,-3.285744,60.199662,20.228046,20.306608,7.862039,6.228414,8.344955,6.254907,5.378969,6.095221,4.965422,4.003143,4.823278,5.056072,4.289337,4.944156,5.054406,4.586066,4.069488,5.539388,5.919313,4.563369,3.97801,5.041035,5.192215,5.245159,4.777915,4.41656,2.751441,1.689985,0.877291,0.763312,0.8888,0.75412,0.699404,0.701592,0.654302,0.657836,0.726567,0.760537,0.684194,0.646285,0.699571,0.646617,0.698616,0.684634,0.785915,0.66103,0.61966,0.738758,0.571485,0.674116,0.608794,1.502801,1.051916,0.741394,0.57657,0.508302,0.502736,0.516994,0.488267,0.447904,0.435992,0.447611,0.516959,0.547628,0.428978,0.429327,0.491352,0.465734,0.412349,0.474232,0.485764,0.40208,0.456359,0.460539,0.432938,0.432075,0.411057,117.453835,20.933333,0.048227,-4e-06,-4.6e-05,jazz
34.411444,22.923402,119.30017,1.271247,23.657561,-300.248808,136.275162,9.554861,37.637161,-7.17606,7.080736,-1.313222,8.849944,-6.234117,3.575307,-4.057959,-6.428195,-5.444866,-0.109264,2.154938,4.725459,1.846763,4.755252,5.087857,-3.212194,-1.504812,8.236483,11.852975,7.028551,-0.443093,-7.893883,46.50762,22.642267,17.504068,10.997106,11.781987,9.637279,7.738334,8.297609,6.659795,6.976518,6.55486,10.277127,9.742464,10.364736,10.95469,15.351554,16.96544,11.92712,16.783143,21.663068,18.066147,15.110872,17.278482,14.563253,12.799212,10.936408,6.578454,4.210356,2.029,1.653342,1.366647,1.487892,1.244814,1.494572,0.91607,1.139992,1.091768,1.282754,1.075584,1.25711,1.117402,1.180479,1.156789,1.221493,1.502653,1.566403,1.305188,1.681292,1.708528,1.340875,1.287097,1.349561,3.705645,2.585262,1.083452,1.004307,0.705543,0.815339,0.788366,0.821793,0.552464,0.708567,0.623435,0.659471,0.609819,0.689275,0.690846,0.728059,0.598186,0.628751,0.688165,0.870041,0.743868,0.809959,0.760083,0.68139,0.77223,0.676054,63.024009,42.0,0.04568,5e-06,-7e-06,jazz
35.243988,19.258454,147.603677,4.260996,58.585378,-151.686174,108.787204,-5.602357,34.814193,-11.843785,23.890312,-11.285509,10.825783,-13.602156,15.49701,-7.211006,10.530572,-7.056281,5.122068,-8.517976,6.717035,-0.880517,5.222441,5.924224,-0.64452,-9.897363,-1.357203,4.130955,-4.06529,-6.464065,-4.324761,37.76102,19.226172,15.483447,11.496928,9.408778,7.686485,7.095872,7.30649,7.907559,8.833189,8.557448,10.217883,10.090947,8.624953,9.257692,10.305159,13.99887,11.396704,9.854195,12.989551,13.107264,10.861266,9.885731,9.080979,8.194357,9.539499,6.744758,3.299798,2.492268,1.974511,1.51142,1.281577,1.160095,1.218298,1.216264,1.410693,1.44361,1.639104,1.879083,1.525696,1.717963,1.889476,1.838831,1.530332,1.676175,1.997378,2.082314,1.929528,1.791793,1.567371,1.323111,1.373199,4.646387,2.150472,1.604316,1.362804,1.083625,0.929556,0.810201,0.747921,0.690742,0.944328,0.831406,0.856253,1.043105,0.892222,0.966503,0.972488,0.88325,0.879911,1.01309,1.034455,1.021,0.98957,0.995235,0.81905,0.726772,0.768818,117.453835,22.0625,0.066325,-7e-06,-1.9e-05,jazz
34.563618,22.121845,140.108405,2.140409,29.674239,-236.722228,146.455356,-12.168066,49.384197,-7.495477,11.018462,-6.22713,11.35153,-13.275645,-1.113978,-3.142099,4.384632,-3.446282,2.340485,-4.790707,-6.933491,-4.843605,-4.049543,-0.150842,-1.391198,3.340745,2.647536,0.720149,2.679435,0.644293,-3.884476,81.00056,36.381851,25.160106,20.249325,14.768929,10.706316,13.997796,11.081279,10.378914,8.224149,10.495359,6.406247,7.714429,7.611015,8.384755,6.131398,7.304374,10.927518,13.432272,10.637346,10.032955,12.332091,14.259352,11.783904,9.022542,9.935582,13.259819,4.740904,3.496941,2.829316,2.563831,1.934022,2.013729,1.427732,1.494864,1.514903,1.471415,1.016749,1.227953,1.307791,1.282366,1.130791,1.146432,1.528857,1.619064,1.457944,1.415126,1.803972,2.016141,1.817119,1.447486,1.581736,6.098585,2.605866,1.902551,1.469415,1.285062,0.991554,1.033567,0.743329,0.760548,0.832893,0.7941,0.625151,0.752277,0.731051,0.702783,0.674331,0.648816,0.754206,0.750668,0.826281,0.815659,0.778727,0.836863,0.882316,0.751861,0.758563,135.999178,19.45,0.048705,4e-06,-3.9e-05,jazz
33.656114,29.44597,143.012854,2.402885,37.799927,-285.768321,137.744539,-4.488585,35.536084,-11.771769,20.535968,-5.887067,-1.516948,-0.91605,-1.506213,-8.603005,-3.668708,-4.20187,5.127661,11.297987,18.79305,8.268822,0.90622,-12.33051,-9.42762,1.7668,3.267805,-3.338704,-7.282483,0.099897,-1.9335,52.474053,31.113154,29.311712,12.429538,11.001814,11.25892,7.714203,7.772836,6.260825,5.967996,7.839855,6.626299,8.709639,10.194351,17.464756,17.404436,10.918688,17.711289,17.580252,11.015186,11.101157,12.357036,9.488083,13.419636,10.147499,8.889212,6.474207,3.781607,3.032817,1.866397,1.414416,1.46661,1.065036,1.216536,0.985366,0.909612,1.001835,0.885535,1.114056,1.262026,1.787798,1.699267,1.303566,1.890347,1.762022,1.412694,1.339874,1.424056,1.191125,1.572198,1.354565,1.067187,3.53174,1.805689,1.640933,1.067524,0.773043,0.791255,0.68037,0.716997,0.619102,0.554143,0.558715,0.581093,0.620568,0.674154,0.885854,0.777442,0.780823,0.936137,0.864825,0.797144,0.66811,0.798287,0.656519,0.738636,0.664054,0.639841,63.024009,42.125,0.070554,3e-06,-2.3e-05,jazz
35.429345,18.106413,96.513534,3.122045,35.025337,-198.484374,133.517168,-28.971343,46.008189,9.448544,23.194267,-6.358249,12.047081,-12.678357,8.312958,-8.186026,-3.522283,-6.015321,0.944415,-6.779025,-4.926869,-8.035071,0.196993,-1.11918,-5.55808,-2.085794,-8.039956,-3.796118,-3.848901,-2.285513,-2.032829,60.319668,25.061801,27.41394,10.840629,11.367699,11.071395,13.899207,12.395994,9.397127,9.966852,10.447475,8.789201,8.100555,7.063574,6.396829,5.742427,7.677451,5.325109,7.039903,6.142766,5.463972,8.007704,8.1396,7.366616,7.048533,7.24583,8.026577,3.770099,3.693012,1.837724,1.554184,1.508088,1.778226,1.645506,1.296587,1.268185,1.427467,1.285901,1.223942,1.056213,1.133689,0.980563,1.108791,0.94371,1.091602,1.015572,1.028264,1.047566,1.152111,1.005226,0.947653,1.048626,5.031099,2.496881,2.081256,1.205942,0.998562,0.886452,1.037371,1.081777,0.83807,0.827719,0.854432,0.760569,0.694401,0.633708,0.698983,0.597429,0.620694,0.65858,0.709223,0.563101,0.612732,0.62969,0.654592,0.614309,0.637979,0.646416,112.347147,24.071429,0.047881,-4e-06,-2.9e-05,jazz
35.527577,18.52544,119.149985,3.846737,50.070574,-272.851756,164.534854,9.758991,19.574149,-0.555341,15.968428,-3.445509,10.285875,-11.55204,1.075256,-11.072902,-1.646337,-11.077508,-0.697801,-7.768373,-0.603825,3.75361,-0.700398,-0.066137,-6.502717,0.105903,0.522242,-4.024463,-0.598596,6.782617,7.354505,35.730016,18.54848,17.001667,9.717965,10.601117,9.037673,7.989719,7.431812,8.681527,7.574456,7.720896,8.297894,12.852783,12.862574,7.602511,9.230388,10.025103,9.021654,12.403643,10.151874,6.725414,5.705847,7.629542,5.543758,8.393438,10.765015,6.149705,3.141051,2.391484,1.375366,1.523844,1.294235,1.210517,1.093365,1.121432,0.974359,1.113013,1.021145,1.114601,1.265188,1.128986,0.973499,1.077924,1.150441,1.022322,1.037047,0.918298,0.925033,0.979674,0.770789,0.888139,1.038596,3.230925,1.631093,1.346117,0.770957,0.844055,0.74134,0.705327,0.575112,0.600185,0.497583,0.573435,0.5643,0.602718,0.717565,0.59967,0.562556,0.593994,0.664147,0.519048,0.538526,0.512842,0.519138,0.548615,0.455855,0.511889,0.616455,107.666016,23.533333,0.037488,1e-06,-5.2e-05,jazz
32.14869,35.358122,160.396554,1.132941,41.419466,-328.547851,164.905217,-15.513415,38.518097,36.920697,13.822679,-3.251623,5.625719,-9.45294,-6.715415,0.85025,1.211304,-5.387654,-3.285518,-0.73428,-5.148719,-4.848223,0.144203,0.915387,-2.393036,-2.262846,-2.940548,0.132197,-2.367905,-1.271629,-1.269355,110.257059,21.325053,50.77133,11.42213,14.252914,11.992687,9.136047,8.538444,13.363653,10.504129,6.168273,6.372861,6.591373,5.318599,5.044986,4.519505,4.81744,4.723384,5.858656,4.354987,5.293036,5.229112,4.66179,5.819949,4.924301,4.610072,7.263895,2.752385,3.236497,1.433928,1.246196,1.060025,1.031993,0.883546,1.022836,0.938096,0.847533,0.823518,0.91909,0.789863,0.586574,0.650722,0.641905,0.666999,0.717613,0.627714,0.647291,0.769064,0.598043,0.657713,0.555201,0.594126,4.198778,1.812301,2.110119,0.914963,0.785913,0.694465,0.635489,0.544691,0.706314,0.58143,0.556524,0.543191,0.647404,0.536498,0.465368,0.576343,0.536529,0.544261,0.64285,0.454918,0.496697,0.542318,0.457141,0.490699,0.416657,0.560643,112.347147,22.2,0.031008,1e-06,-3e-05,jazz
35.137469,20.910425,156.214983,3.543793,43.475083,-175.583445,116.045286,-10.400618,41.505647,-11.056322,18.608229,-19.128786,12.554199,-15.583424,10.352476,-11.386631,14.282084,-7.167611,9.36188,-5.298319,-0.287072,-7.29329,2.800612,-0.707314,-0.922301,2.570129,1.504271,-4.517764,0.717713,2.72563,-3.47935,34.947908,17.180634,15.63616,9.236981,6.786456,6.923167,7.071087,5.653399,6.917771,5.679223,5.326588,6.53485,6.231753,5.342011,5.638413,7.179053,7.67024,8.178219,7.76716,8.386583,10.368309,10.529836,9.190777,13.341413,10.065751,8.65308,7.242231,2.781945,2.509548,1.673489,1.146878,1.259449,1.180217,1.148714,1.174554,1.026282,0.98455,1.134306,1.051272,0.986062,1.083485,1.042014,1.160401,1.295605,1.202588,1.297059,1.314296,1.632402,1.630298,1.676465,1.483509,1.312118,4.174644,1.551128,1.37761,0.95015,0.716738,0.737158,0.696693,0.717979,0.7421,0.664434,0.649607,0.70269,0.660541,0.595756,0.62256,0.615503,0.681843,0.756318,0.677495,0.66547,0.692898,0.814815,0.870308,0.883748,0.792917,0.631096,99.384014,25.866667,0.076716,1.6e-05,0.000133,jazz
33.547188,28.689892,170.639096,2.210739,64.006853,-258.797647,124.426563,-2.512995,39.830504,-5.468017,17.944365,-16.938755,14.215251,-16.307935,6.343902,-14.257927,9.312306,-5.233611,5.780682,-5.755747,3.795884,-2.876364,0.780799,-1.2518,-2.834437,-1.076135,-2.471173,-5.892583,-3.667595,2.967518,-5.600727,49.519271,19.712767,21.788632,9.220979,7.113423,7.398878,5.841349,7.860127,6.523649,6.715012,6.25413,6.237001,6.228824,7.071552,6.245576,6.492475,5.995703,6.504097,6.30207,5.490282,4.807187,4.799256,5.06054,5.124474,6.972145,6.253172,8.791496,3.059227,3.331553,1.47809,1.380673,1.378148,1.048785,1.355407,1.106974,1.103265,1.03556,1.129164,1.068118,1.138126,0.920408,1.067054,0.99213,1.101469,1.03338,0.799355,0.743025,0.833389,0.801398,0.878396,1.089493,0.919238,4.426495,1.898349,1.945343,0.842538,0.746334,0.812595,0.719998,0.791862,0.697347,0.685247,0.584856,0.584713,0.649999,0.59921,0.562779,0.617697,0.600797,0.593101,0.57135,0.48519,0.433898,0.533754,0.505823,0.529728,0.554156,0.50997,112.347147,22.8125,0.059636,2.1e-05,0.000114,jazz
35.297364,18.311714,146.116363,3.978845,57.889576,-228.751837,112.329169,13.002492,41.462207,-10.753776,17.680157,-14.985101,20.085544,-21.1358,16.937411,-8.867675,13.368499,-5.703278,8.528013,-6.315278,9.035056,-2.900563,2.648181,-0.749185,2.205685,-2.695261,3.165024,-1.090303,-5.10185,4.203501,-1.979742,26.04115,11.642471,9.754609,6.871616,6.74754,7.083397,5.590044,6.273106,6.685815,7.369559,7.89514,7.928719,8.026729,7.37633,9.333225,10.566298,10.474848,8.164739,7.86859,7.896326,9.14106,9.50668,7.797318,7.927395,7.707063,6.915444,5.376505,2.10442,1.8679,1.119059,1.02397,1.302233,0.973879,1.095306,1.028749,1.071323,1.103451,1.258549,1.368528,1.184591,1.423493,1.638553,1.622539,1.302222,1.545039,1.372361,1.783252,1.886553,1.379904,1.37547,1.289484,1.274966,4.234434,1.58079,1.459259,0.88198,0.712237,1.036038,0.707716,0.798449,0.704214,0.697502,0.64474,0.820986,0.781457,0.685443,0.798505,0.918473,0.883617,0.720083,0.815391,0.863316,0.892502,0.956762,0.780132,0.742758,0.760459,0.711288,99.384014,25.533333,0.060095,6.1e-05,0.000449,jazz
32.621505,31.978334,117.903653,0.215334,32.263641,-351.26123,129.619054,-18.399482,29.116718,-1.755225,1.822401,-12.342131,-0.954702,-16.455187,-5.832961,-15.885177,-3.304227,-7.773888,11.989196,6.616556,12.050787,2.453601,0.061602,-2.060387,6.12063,4.227017,-7.051448,-10.682887,-3.718578,3.358689,-2.233849,89.016347,33.947512,24.63904,14.921502,10.516453,10.016356,6.868988,6.895829,8.787521,6.980891,8.268566,7.899151,11.702386,15.422115,11.92199,13.198505,13.610304,13.440723,13.634878,15.417674,12.582866,13.833501,13.457915,13.226273,12.590555,8.201254,8.88236,4.37864,3.165468,2.03356,1.546974,1.032482,0.973131,1.059426,1.381122,0.904343,1.181995,1.060087,1.115079,1.244851,1.148154,1.643143,1.397395,1.632985,1.475198,1.513008,1.181582,1.305862,1.300707,1.14859,1.281233,1.069596,4.020502,2.127117,1.573322,1.00504,0.8041,0.629303,0.614748,0.655856,0.778821,0.567406,0.631851,0.574086,0.561511,0.646538,0.640443,0.787346,0.658155,0.893421,0.695525,0.666466,0.609358,0.679981,0.653471,0.582637,0.663545,0.583465,151.999081,17.0,0.086584,8.2e-05,5.9e-05,jazz
34.408186,24.947053,136.543801,3.477833,47.757606,-211.027964,116.722181,-6.434559,40.131798,-4.185386,20.214647,-15.903017,15.832469,-17.151623,12.921401,-11.176802,12.361758,-5.79848,9.598276,-7.796446,3.208235,-5.541591,5.40553,1.398885,-0.204696,-1.395557,-0.511265,-4.625621,2.513793,3.756224,-4.520081,43.794336,18.476922,21.428613,9.941495,6.769399,6.628596,7.881717,6.576088,6.492282,7.536673,6.564498,7.487896,5.542586,6.29301,5.972013,6.988995,9.021699,9.007285,7.931202,8.670247,10.089351,9.053336,9.119147,9.733755,7.899378,8.887109,7.220012,3.066697,3.600315,1.782233,1.322109,1.135928,1.406017,1.122751,1.214931,1.298922,1.20675,1.286983,1.039032,1.074383,0.954969,1.24375,1.665061,1.560832,1.371394,1.409194,1.862831,1.678486,1.579003,1.632549,1.58664,1.676356,4.004209,1.617004,2.032619,0.966415,0.805624,0.772918,0.755844,0.778396,0.772238,0.778266,0.709947,0.772636,0.696728,0.68257,0.684094,0.77108,0.893258,0.842945,0.884724,0.853004,0.944098,0.947594,0.937391,0.956286,0.939578,0.859374,80.749512,33.818182,0.068205,1.6e-05,0.000154,jazz
33.366094,30.587957,149.598352,0.991365,21.160491,-249.273015,130.359168,-10.777391,36.874887,-7.168433,11.405846,-18.24605,4.315492,-11.37846,3.533222,-9.89272,7.732108,-7.955177,2.992774,-6.417213,-0.359991,-1.526402,0.864881,1.645143,3.881012,2.765008,-2.807828,-0.793251,0.772771,4.529005,1.34153,58.304316,21.801596,18.301247,14.912167,6.789196,9.982489,8.564801,8.053399,9.863537,8.031081,8.493669,8.807023,7.225425,6.409629,8.13328,7.507697,9.481127,7.146695,8.348772,8.564683,9.525533,9.477767,11.05753,12.984003,14.472924,12.502128,5.196217,2.862752,1.930107,1.331864,1.051897,1.243301,1.116125,1.126717,1.098538,0.910787,0.901175,1.050921,0.980064,0.98783,0.841972,1.036519,1.030568,0.981174,0.953726,1.110875,1.162511,1.064804,0.970053,1.194358,1.092178,1.182145,2.503221,1.545696,0.987347,0.728654,0.625445,0.640514,0.599841,0.66481,0.562632,0.529596,0.516366,0.604185,0.49236,0.507212,0.492225,0.565266,0.522764,0.447286,0.539143,0.614064,0.590681,0.564947,0.515152,0.578913,0.52629,0.614245,198.768029,12.578947,0.06125,4.2e-05,0.000103,jazz
33.768844,27.122637,138.345633,0.414398,72.824142,-213.057928,112.074602,-19.931489,42.322132,-7.654208,20.059154,-18.165612,11.060673,-14.913628,11.565247,-10.561871,12.548692,-5.311974,3.800289,-4.841936,-0.928557,-7.960524,-1.075831,-2.778433,1.297977,3.872649,1.230161,-0.538506,-3.893341,-2.292742,-3.862829,54.64211,17.813958,18.785201,8.684909,7.126116,6.729118,6.503276,5.753162,6.737351,7.308076,6.598227,7.378586,6.495483,5.991275,6.162486,8.1774,9.871436,8.445248,9.015871,9.477802,11.46151,9.829061,10.554374,10.751719,8.088596,9.32589,12.493502,2.734971,3.828725,1.654492,1.229564,1.155949,1.28119,1.162657,1.201368,1.368279,1.260216,1.325382,1.128809,0.920539,1.082796,1.45177,1.818932,1.575052,1.528738,1.732143,2.115641,1.790544,1.922661,2.189676,1.533375,1.677156,6.855867,1.841815,2.274536,0.999194,0.684802,0.725431,0.750447,0.746124,0.75765,0.811351,0.744957,0.851517,0.69493,0.638391,0.654733,0.756194,0.952078,0.880324,0.873912,1.02043,1.200213,1.026786,0.969578,1.170936,1.088273,1.012867,99.384014,25.071429,0.080583,1.8e-05,0.000114,jazz
