@RELATION music_genre
@ATTRIBUTE AVG_ENT NUMERIC
@ATTRIBUTE STD_DEV_ENT NUMERIC
@ATTRIBUTE MAX_ENT NUMERIC
@ATTRIBUTE MIN_ENT NUMERIC
@ATTRIBUTE MAX_DIFF_ENT NUMERIC
@ATTRIBUTE TEMPO NUMERIC
@ATTRIBUTE AVG_BEAT_FRAME_DIFF NUMERIC
@ATTRIBUTE AVG_ZCR NUMERIC
@ATTRIBUTE AVG_HARMONIC NUMERIC
@ATTRIBUTE AVG_PERCUSSIVE NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
35.341841,21.167575,102.064239,7.615081,21.905908,60.09266,42.625,0.045724,0.0,-0.000136,country
35.473224,18.166046,85.628524,2.123845,39.181112,172.265625,14.678571,0.096085,-4e-06,0.000225,country
34.564407,22.535931,128.282116,1.265058,57.857506,83.354335,30.7,0.056832,-0.000124,0.000131,country
34.418792,24.448139,98.55379,2.041986,30.01059,135.999178,19.526316,0.06075,1.4e-05,9.9e-05,country
33.172899,31.943912,144.168962,2.773087,49.398887,123.046875,20.923077,0.033642,4e-06,-1e-05,country
35.800761,15.14668,90.19632,9.905922,22.02374,107.666016,23.647059,0.098839,4e-06,-7e-06,country
32.240919,33.577872,149.885659,1.770887,33.431271,107.666016,24.466667,0.040123,-1.2e-05,-2e-05,country
33.750021,28.213857,152.670691,1.796547,57.455601,172.265625,15.4,0.058232,3e-06,-8e-06,country
31.89375,35.256614,212.99806,1.405043,78.316582,112.347147,22.75,0.063974,1e-06,-4e-06,country
34.955774,21.100932,123.49363,4.70804,52.240068,112.347147,23.235294,0.080543,1.2e-05,-1.3e-05,country
32.643495,34.246478,185.497913,3.087055,30.86959,143.554688,17.904762,0.060044,1e-06,-6e-06,country
34.66837,21.282214,103.681007,0.616935,43.902137,151.999081,17.272727,0.083016,-1.7e-05,-3.5e-05,country
33.809413,26.90822,173.844165,6.780495,53.068385,151.999081,17.095238,0.064285,3e-06,-9e-06,country
32.813887,29.920386,120.541161,5.771268,30.225542,112.347147,22.823529,0.049199,-1e-06,-2.6e-05,country
35.110905,20.507912,132.508795,2.084914,53.740944,95.703125,26.923077,0.109042,-5e-06,9e-06,country
34.757757,22.907682,98.837105,1.678484,30.919414,143.554688,17.857143,0.07439,5e-06,2.6e-05,country
35.421287,15.979056,85.40783,5.304062,20.177034,184.570312,14.111111,0.078869,2e-06,-2.1e-05,country
33.473488,30.036196,158.248196,3.491509,27.6294,103.359375,24.357143,0.053685,0.0,-8e-06,country
34.225551,25.340395,119.207115,4.696524,42.630133,80.749512,32.5,0.047711,9e-06,-1.1e-05,country
35.056078,19.443292,104.461953,5.835766,40.400649,95.703125,26.642857,0.081374,5e-06,-3e-06,country
35.178672,19.956499,100.57979,5.352575,46.553117,89.102909,28.615385,0.092387,-7e-06,-5.6e-05,country
35.35055,17.679778,83.101735,3.173295,33.203669,117.453835,22.058824,0.106467,-8e-06,-6.5e-05,country
35.204882,18.400267,100.182347,3.906321,35.916625,143.554688,17.695652,0.048186,1.3e-05,5e-06,country
35.54108,18.379613,107.323047,6.821806,34.718046,172.265625,14.925926,0.086298,4e-06,-2.9e-05,country
35.232225,20.022539,103.461472,12.395998,36.226051,143.554688,17.714286,0.06916,1e-06,2e-06,country
36.009962,13.683199,86.734313,7.946593,34.470069,117.453835,21.888889,0.08527,-4e-06,-3.2e-05,country
33.16167,31.122607,154.4176,3.223282,52.870658,143.554688,17.863636,0.068673,-1e-06,-1.4e-05,country
35.894701,15.677062,82.137666,7.636267,21.281584,103.359375,24.5625,0.068552,-1.4e-05,-4.3e-05,country
32.815105,28.857681,194.501437,3.109217,40.88368,143.554688,17.7,0.051377,-7e-06,-6.8e-05,country
33.028826,28.813393,108.781197,0.484936,52.72052,117.453835,22.529412,0.116052,-0.000495,-0.001033,disco
35.544081,16.738349,84.041051,6.569457,27.83185,117.453835,22.117647,0.177111,-0.000161,-0.001241,disco
35.497908,18.579084,100.896164,7.494206,42.960371,92.285156,28.214286,0.15476,1.1e-05,0.0,disco
36.286077,11.584214,70.573361,5.305084,26.935069,129.199219,20.4,0.169168,-0.000262,-0.001296,disco
32.370093,31.775435,141.970924,3.365835,71.319414,123.046875,21.388889,0.172823,-1e-06,-8e-06,disco
35.683718,14.386931,78.15368,6.6342,30.182303,215.332031,11.969697,0.149659,-5.5e-05,-0.001407,disco
35.35451,17.574091,81.281784,2.791971,38.146549,123.046875,20.842105,0.157479,-0.000489,-0.001416,disco
33.810242,26.526792,114.416614,4.23534,49.188235,129.199219,20.0,0.139527,-5e-06,-4.1e-05,disco
34.248166,23.249698,101.479392,1.934225,44.263214,123.046875,21.263158,0.169711,-0.000313,-0.000893,disco
33.889873,23.218383,112.593103,1.653353,52.774564,129.199219,20.0,0.162845,-7e-06,-1.1e-05,disco
35.855725,15.51176,82.538378,2.959055,37.105793,107.666016,24.133333,0.150503,-0.000323,-0.001247,disco
35.940884,13.140915,79.199927,3.885059,24.3001,92.285156,27.714286,0.135139,-1.6e-05,-2.5e-05,disco
35.036602,20.013552,81.477468,1.904202,33.409952,112.347147,23.0,0.130515,-0.000366,-0.000976,disco
35.08513,19.21537,82.963405,2.843203,41.496731,184.570312,14.384615,0.161637,-8e-06,-2.4e-05,disco
36.016501,13.13319,78.428598,11.90287,30.338137,103.359375,24.928571,0.155135,-0.000249,-0.001541,disco
36.25393,12.035925,74.011413,12.734164,19.721421,123.046875,20.722222,0.075022,1.9e-05,-1e-05,disco
36.025755,13.716211,71.825428,4.913291,29.25227,123.046875,20.444444,0.116739,-0.000107,-0.00133,disco
32.154368,31.238045,148.281208,5.942025,75.253794,123.046875,20.888889,0.120363,-5e-06,-6e-06,disco
34.523216,21.834866,99.052721,1.285717,46.572976,123.046875,20.882353,0.143319,1.1e-05,-1.7e-05,disco
33.657894,27.628329,153.573546,1.712774,79.278815,117.453835,22.235294,0.069105,-1.3e-05,-2e-06,disco
35.847227,14.577713,75.268857,2.664385,31.793981,161.499023,16.2,0.094207,0.0,-7e-06,disco
34.618722,23.20305,106.463217,4.998568,49.611311,107.666016,23.555556,0.115581,-1.2e-05,-1.1e-05,disco
32.880476,30.658288,132.674325,1.804634,63.785794,123.046875,21.5,0.162668,1.4e-05,-2.3e-05,disco
35.580866,17.118401,85.984079,0.486827,27.358793,112.347147,22.588235,0.133746,1e-06,-1e-06,disco
33.470539,27.275846,131.098558,3.451729,67.556712,129.199219,20.176471,0.110515,-1.2e-05,-1.7e-05,disco
31.875429,32.845241,134.585609,1.662015,62.922302,123.046875,20.789474,0.099658,-2e-06,-2.2e-05,disco
35.668693,16.320467,96.427202,1.782845,29.112443,117.453835,21.588235,0.112523,2e-05,3.6e-05,disco
33.024417,28.706207,131.854574,0.086308,69.387475,112.347147,23.176471,0.096636,1.5e-05,-8e-06,disco
34.711765,21.912186,102.606764,6.421583,48.091217,123.046875,21.176471,0.198904,0.0,5e-06,disco
34.155732,24.920554,113.870475,1.376838,50.949408,103.359375,24.5625,0.129638,-1e-06,-2.5e-05,disco
34.294921,23.910689,111.358885,2.967209,55.640048,135.999178,18.944444,0.149245,-7e-06,-1e-06,disco
34.234796,25.976084,118.684187,1.239639,43.474955,123.046875,20.842105,0.167554,3e-06,-6e-06,disco
32.652687,30.45738,136.2886,0.438364,69.066401,112.347147,23.470588,0.114764,-2e-06,-5e-06,disco
36.045984,12.511203,66.054444,4.303683,22.492619,129.199219,19.555556,0.104651,-1.9e-05,1e-05,disco
34.234,23.59805,134.929953,3.979347,46.908635,129.199219,19.85,0.189487,-6e-06,-7e-06,disco
34.068866,25.479352,120.047111,1.781581,57.977334,123.046875,21.166667,0.19054,1.6e-05,-8e-06,disco
35.116122,21.115584,97.490637,6.991355,36.581562,135.999178,19.0,0.15094,6e-06,1.7e-05,disco
34.803125,21.782424,107.383805,3.806608,48.141879,129.199219,19.833333,0.182531,-2.3e-05,-2.7e-05,disco
34.352558,23.833463,113.741134,5.39626,54.184024,123.046875,20.9375,0.136068,-1.7e-05,-1.5e-05,disco
34.802947,21.114324,106.113648,7.769806,40.871091,112.347147,23.5,0.095897,7e-06,-3e-06,disco
32.499301,31.800641,134.081163,1.964151,70.99311,135.999178,18.714286,0.121009,-3e-06,-1.3e-05,disco
35.393785,19.025046,122.610114,7.274303,59.367719,161.499023,16.217391,0.041109,1.3e-05,-6.2e-05,disco
35.931705,14.617783,78.715242,4.254739,25.630499,107.666016,24.538462,0.146759,1.6e-05,-1.4e-05,disco
35.552987,17.381293,82.373753,1.859525,33.247044,129.199219,20.352941,0.143576,-2.9e-05,-3.3e-05,disco
34.60237,22.259803,103.849889,3.148749,42.641721,123.046875,20.941176,0.111121,-1e-06,-1.6e-05,disco
33.842159,24.775522,106.426947,5.990554,47.847712,123.046875,21.055556,0.106795,-4e-06,-8e-06,disco
32.436624,29.618174,115.038688,1.698325,54.11003,123.046875,21.444444,0.106261,9e-06,0.000153,disco
33.758333,29.350346,173.641403,2.615695,38.377927,161.499023,16.304348,0.069493,-1e-06,-1.2e-05,disco
34.069096,24.023717,121.522504,0.9037,56.006869,99.384014,26.2,0.158995,-3e-06,-1.2e-05,disco
33.957936,22.797659,115.457695,0.323047,51.538236,117.453835,21.611111,0.152889,-3e-06,-7.8e-05,disco
35.601208,16.608874,80.194693,6.008883,30.021915,107.666016,23.75,0.128335,2.2e-05,3.3e-05,disco
34.57698,20.631572,107.975934,5.493154,46.086839,107.666016,23.75,0.156421,7.6e-05,0.000763,disco
34.766698,21.543412,103.1794,3.5215,45.68672,123.046875,20.611111,0.158961,-0.002244,-0.001583,disco
32.312223,31.16887,132.387851,0.274364,52.671895,135.999178,18.555556,0.169003,1.2e-05,2.7e-05,disco
33.436269,27.666799,136.33551,1.93466,67.692521,112.347147,22.466667,0.107963,-5e-06,-0.000157,disco
34.725904,22.376481,110.096958,5.405894,50.143688,129.199219,19.947368,0.102621,0.014809,0.005996,disco
33.69529,26.364738,153.090654,0.92226,73.076074,117.453835,21.944444,0.072519,-0.000525,-0.001431,disco
35.488016,18.357134,91.090135,2.417967,33.647552,117.453835,21.833333,0.096606,-0.002591,-0.001977,disco
33.700834,25.377608,135.029348,1.245587,65.378334,129.199219,19.947368,0.120042,3e-06,-4.6e-05,disco
33.842595,25.947815,104.602078,1.852781,40.58328,123.046875,20.684211,0.119124,-8e-06,2.2e-05,disco
34.567503,22.484086,110.891761,3.046958,50.854581,129.199219,19.5,0.087513,1.9e-05,0.000189,disco
32.052205,32.76966,151.772538,0.590265,74.281809,123.046875,20.526316,0.121626,0.001049,0.003173,disco
32.122208,32.75222,156.015255,0.316637,74.402147,107.666016,23.733333,0.117713,-4.7e-05,-0.000235,disco
34.561222,22.768138,93.457889,4.587719,39.278806,129.199219,19.8,0.092103,-9e-06,-0.000555,disco
34.68371,22.18656,126.900155,7.48455,58.516312,123.046875,21.0625,0.073895,-0.002405,-0.002419,disco
33.611124,27.536955,143.601423,4.150808,55.560191,129.199219,19.75,0.050864,-0.000948,0.000815,disco
34.01331,23.937776,98.913604,0.502687,46.081832,135.999178,19.421053,0.139499,-0.0,-1.8e-05,disco
35.890812,15.549603,79.60388,8.638847,30.755977,99.384014,25.857143,0.166088,1.1e-05,0.000291,disco
34.493292,22.862962,125.795732,8.347282,57.280702,107.666016,24.333333,0.172184,2e-06,-3.2e-05,disco
33.810221,24.442246,155.054958,6.528097,71.499275,107.666016,24.0,0.084271,-0.026107,-0.004388,disco
34.897516,21.129408,112.447065,4.723844,48.509402,107.666016,23.8125,0.132638,0.000168,0.001142,disco
34.268016,25.011271,118.508168,4.785152,46.943428,112.347147,22.705882,0.152426,-1e-05,3.9e-05,disco
34.545581,22.909603,121.236943,3.235954,57.649845,135.999178,18.952381,0.165774,-0.000369,-0.001276,disco
34.00838,25.694365,133.329598,4.667327,63.058385,112.347147,22.705882,0.158724,0.000133,0.001022,disco
34.336066,24.636269,119.840715,4.144753,51.596976,112.347147,23.066667,0.153657,1.6e-05,0.000378,disco
35.260217,19.343342,93.255078,4.228779,37.466852,129.199219,19.45,0.130157,0.0,-6.1e-05,disco
34.691024,23.03912,115.115987,1.513012,47.602069,129.199219,20.473684,0.136585,0.000263,0.000481,disco
34.195895,22.478118,108.649992,1.267779,49.611404,117.453835,21.666667,0.116573,4.4e-05,0.000856,disco
32.629669,31.55974,173.011863,0.603886,63.429523,129.199219,20.555556,0.094724,-0.003461,-0.000501,disco
33.172163,29.436729,141.503094,0.638464,60.141216,123.046875,21.277778,0.10021,8e-06,-4.1e-05,disco
32.139543,32.803337,149.171049,2.466376,75.680071,99.384014,26.357143,0.077449,-0.003441,-0.001577,disco
33.283274,27.492571,135.770891,0.095013,65.692722,129.199219,19.789474,0.096583,2e-06,2.9e-05,disco
33.348124,27.767592,128.556231,1.226209,59.21558,123.046875,21.0,0.133943,-0.000213,3.2e-05,disco
35.020272,20.975385,105.78602,2.474194,53.277574,117.453835,22.117647,0.072999,7.6e-05,0.000633,disco
29.317958,41.929211,178.903896,0.077013,86.787626,112.347147,22.5625,0.141625,-8e-06,2.8e-05,disco
31.110649,33.809376,153.575511,0.563239,71.708961,123.046875,20.894737,0.163999,-8.6e-05,-0.000427,disco
35.053067,19.704575,93.897678,2.879914,38.013422,123.046875,20.555556,0.087231,2e-06,9e-05,disco
35.134191,18.642986,90.261545,3.572467,37.740021,107.666016,24.384615,0.082163,-1.8e-05,-5.8e-05,disco
33.327496,29.037312,149.35284,4.34179,67.935569,123.046875,20.823529,0.132157,1.5e-05,6.4e-05,disco
35.268906,19.203409,89.687338,4.724328,41.831814,129.199219,19.944444,0.107252,6e-06,-6e-05,disco
35.319779,18.444102,88.406446,2.082999,36.391405,117.453835,21.666667,0.150241,-0.015527,-0.002215,hiphop
35.475778,16.690432,92.759888,0.530796,39.465641,184.570312,14.111111,0.096568,-7.9e-05,-0.000147,hiphop
35.092582,20.414511,105.120567,0.684658,35.252967,99.384014,26.0,0.061186,-0.001113,-0.001699,hiphop
34.016866,26.784011,116.014813,8.73216,50.005187,92.285156,27.769231,0.090588,1e-05,-0.000377,hiphop
32.184695,31.091238,132.120873,0.009873,60.7347,95.703125,26.714286,0.088428,-6e-06,-0.00037,hiphop
35.555008,17.519164,93.696594,2.938928,34.563601,143.554688,18.235294,0.127228,-0.000329,-0.002862,hiphop
33.278353,27.997655,107.564458,0.221224,41.539721,99.384014,25.846154,0.132296,-6.3e-05,-0.000422,hiphop
34.867444,21.644659,91.304523,1.586739,32.621531,123.046875,21.333333,0.078816,2.9e-05,-0.000283,hiphop
32.325642,33.891854,145.654601,0.054984,62.201927,172.265625,15.4,0.168373,0.000312,0.000531,hiphop
31.456475,33.161685,210.26485,0.370077,96.387464,103.359375,24.714286,0.16372,-0.001727,-0.002651,hiphop
32.819573,29.650587,116.49047,2.154716,56.531203,95.703125,26.923077,0.132211,-1.2e-05,-0.000668,hiphop
34.059956,24.020664,118.782852,2.746051,47.585632,135.999178,19.047619,0.082084,-1e-06,-0.001285,hiphop
34.903773,21.109663,120.475836,7.630606,54.136884,99.384014,26.333333,0.087286,-4.4e-05,-0.001433,hiphop
36.24846,11.519178,68.881991,9.450198,28.650267,198.768029,12.6875,0.114437,-0.000107,-0.000197,hiphop
35.769623,16.738971,84.764637,7.316605,32.016743,135.999178,19.333333,0.122226,3e-06,0.000775,hiphop
33.644139,27.102851,126.24764,2.565483,56.004897,99.384014,26.076923,0.118958,-3e-05,-0.000889,hiphop
33.445496,28.548866,121.086725,0.410213,48.468898,99.384014,25.571429,0.104149,-1.1e-05,-0.000396,hiphop
34.27282,24.024897,139.724646,3.841784,54.91195,99.384014,26.466667,0.072808,-3e-06,-0.00045,hiphop
33.712902,25.545311,95.479866,0.339771,47.71145,143.554688,17.5,0.126277,-2.4e-05,-0.000189,hiphop
31.196908,34.210239,158.407395,0.735641,77.311156,135.999178,18.833333,0.131035,-0.001581,-0.006466,hiphop
35.119758,20.790285,92.384282,2.624786,30.060725,117.453835,22.1875,0.086231,4.3e-05,0.000335,hiphop
35.431872,18.282615,96.400398,4.198618,40.698965,99.384014,25.642857,0.119007,4.5e-05,-0.000348,hiphop
34.204576,24.63708,134.721529,6.858843,56.488803,99.384014,25.642857,0.069529,-2.7e-05,-0.001233,hiphop
35.427488,18.570184,103.90661,11.54666,43.507743,92.285156,27.642857,0.108944,1e-05,-0.000379,hiphop
33.164949,29.322057,143.950395,1.054444,66.690058,103.359375,25.0,0.141239,-0.001785,-0.003466,hiphop
35.005899,20.064593,93.043595,2.840176,45.612554,107.666016,24.5625,0.105667,1.8e-05,-0.000349,hiphop
34.288744,24.978128,98.574772,0.535327,33.917712,103.359375,25.285714,0.16495,-0.000311,-0.001102,hiphop
35.182424,18.44398,83.957507,0.129579,36.846297,92.285156,28.333333,0.111702,0.000725,0.001273,hiphop
36.27051,12.59146,65.563714,5.041688,25.481651,107.666016,24.357143,0.120834,0.000375,0.001166,hiphop
34.852964,22.069373,114.497462,0.582845,41.017552,123.046875,20.3125,0.122634,-0.000312,-0.001095,hiphop
36.273865,10.725523,63.806749,8.399126,26.413759,89.102909,28.833333,0.175615,-6.9e-05,-0.001519,hiphop
35.924256,15.751889,75.924667,2.98395,30.316375,99.384014,25.692308,0.119751,-0.000119,-0.001164,hiphop
33.87807,26.415173,124.492895,0.294851,48.465901,103.359375,25.25,0.072812,-0.000216,-0.001134,hiphop
35.339806,17.523638,84.098147,2.017676,35.030247,198.768029,13.115385,0.17983,-0.000141,-0.00133,hiphop
36.172642,12.523669,68.880531,5.943288,18.813947,198.768029,12.8125,0.15776,-9e-05,-0.001351,hiphop
34.044382,25.48389,103.773652,0.577083,38.376366,143.554688,17.565217,0.103675,-0.000265,-0.001026,hiphop
27.13579,47.87412,308.940724,-0.0,97.497737,75.99954,32.3,0.10699,1.5e-05,1.6e-05,hiphop
30.975797,39.039458,220.68655,-0.0,95.776601,95.703125,27.571429,0.196102,-0.000102,-8e-05,hiphop
31.179709,34.535729,162.941638,-0.0,63.459542,184.570312,14.0,0.084594,0.000906,-0.002117,hiphop
32.212412,32.313231,180.721324,1.4e-05,70.92831,184.570312,13.64,0.15301,-1e-06,7e-06,hiphop
33.832792,27.466584,124.966143,0.0,49.87087,80.749512,31.727273,0.106094,-3e-06,1.1e-05,hiphop
32.341076,32.816489,194.643306,0.014847,89.057626,172.265625,14.956522,0.112468,1e-06,8.3e-05,hiphop
34.673625,23.17201,111.088048,0.410162,57.025092,92.285156,28.285714,0.098934,6e-06,6.2e-05,hiphop
30.346803,40.895857,307.564354,0.246741,146.170826,184.570312,13.931034,0.072365,-1.6e-05,0.000211,hiphop
30.545753,39.463212,248.888825,0.006356,104.680389,89.102909,28.545455,0.189183,0.000266,5.5e-05,hiphop
32.212412,32.313231,180.721324,1.4e-05,70.92831,184.570312,13.64,0.15301,-1e-06,7e-06,hiphop
31.555011,32.742985,147.090536,0.346973,69.26738,95.703125,26.8,0.08714,-5e-06,2.1e-05,hiphop
33.095636,29.285887,130.898515,0.42989,58.314554,95.703125,26.571429,0.134035,-3e-06,-0.00019,hiphop
32.490577,32.705249,154.788941,0.205706,67.178047,95.703125,26.714286,0.052624,-1e-06,0.000473,hiphop
35.400567,17.012037,87.113569,8.46423,29.96327,129.199219,20.176471,0.107988,-3.2e-05,1e-05,hiphop
34.664853,23.053167,119.121867,3.238175,48.186967,99.384014,26.333333,0.043714,-3.5e-05,0.000238,hiphop
35.564195,16.290828,71.279675,1.083926,30.368738,103.359375,24.6875,0.076225,3e-05,3.3e-05,hiphop
34.030703,23.203902,112.336059,4.282903,61.333035,103.359375,24.5625,0.063008,2.3e-05,8e-06,hiphop
34.308512,21.960104,105.402123,2.71279,52.845175,107.666016,24.125,0.104786,-1.6e-05,-4.6e-05,hiphop
34.553564,21.897291,108.908608,2.157298,60.11901,112.347147,23.0,0.124161,-1e-06,-0.0,hiphop
33.285149,28.056477,136.593682,1.199508,63.15596,107.666016,25.125,0.076389,0.0,-7.9e-05,hiphop
35.479733,17.073726,100.591661,9.190874,36.443252,99.384014,25.642857,0.070156,-5e-06,-0.000119,hiphop
35.393203,18.064503,84.427588,7.00353,35.908595,89.102909,30.153846,0.049025,-2.4e-05,-6.7e-05,hiphop
33.285133,29.262564,158.704729,0.82179,56.826594,184.570312,14.214286,0.127907,-2e-06,-7.8e-05,hiphop
34.79456,22.040704,105.373244,3.069537,45.775419,92.285156,28.083333,0.081962,-1.3e-05,-0.000117,hiphop
35.160742,17.559471,80.369723,4.441498,32.9615,184.570312,14.269231,0.041792,-3e-06,-3.3e-05,hiphop
34.634897,22.235193,103.531231,0.939716,37.941419,184.570312,13.896552,0.066901,-3.1e-05,-8.7e-05,hiphop
31.206697,35.924377,162.740666,0.118546,55.981212,92.285156,28.083333,0.110813,4e-06,0.000114,hiphop
31.024457,37.822208,156.275008,0.03691,67.239298,92.285156,27.5,0.146483,-5e-06,-0.000104,hiphop
33.213757,30.614686,156.183397,0.064399,72.849541,172.265625,15.0,0.096379,-5e-06,0.0004,hiphop
31.018658,33.161338,138.303226,0.438684,76.789597,95.703125,26.928571,0.094978,1.8e-05,4.2e-05,hiphop
33.120985,30.298128,117.8751,1.17183,51.413659,92.285156,28.076923,0.082907,3.6e-05,-0.000141,hiphop
32.860626,31.438883,136.715464,0.502503,53.765521,95.703125,26.615385,0.143319,1e-06,8.9e-05,hiphop
33.929063,25.576259,107.462593,3.633601,46.431555,198.768029,13.357143,0.092861,3.7e-05,0.00077,hiphop
35.468973,17.424823,77.988334,0.072706,31.813935,135.999178,19.3,0.124623,1.4e-05,0.000129,hiphop
35.479005,16.468847,94.249702,3.637369,38.605069,95.703125,26.857143,0.07528,3.1e-05,8.9e-05,hiphop
34.824838,22.335754,118.784829,0.167914,47.242382,95.703125,27.0,0.123604,-1e-06,-0.000164,hiphop
34.352428,23.846052,119.812557,2.149517,50.395669,99.384014,26.5,0.036419,-2.9e-05,0.000288,hiphop
33.649834,24.614244,104.388667,4.6e-05,39.449691,184.570312,13.923077,0.123719,-0.000161,-0.000319,hiphop
33.652987,27.577929,126.044407,3.58939,56.706637,99.384014,25.615385,0.109031,-8.9e-05,5.7e-05,hiphop
32.372269,33.491641,144.383764,0.254821,69.510165,92.285156,28.5,0.11955,1e-06,-0.000576,hiphop
32.129472,34.25068,137.975238,0.089131,48.862871,95.703125,26.4,0.089333,0.001194,0.001234,hiphop
34.742369,21.334119,113.242608,1.693492,54.844791,117.453835,22.0,0.133449,1.2e-05,2.2e-05,hiphop
32.129472,34.25068,137.975238,0.089131,48.862871,95.703125,26.4,0.089333,0.001194,0.001234,hiphop
34.202571,24.670638,114.815376,0.000367,46.310597,103.359375,24.75,0.182555,-8e-06,0.000169,hiphop
36.297768,10.445993,52.879305,3.3935,19.483444,95.703125,26.928571,0.154753,1.1e-05,2.7e-05,hiphop
30.191335,37.575668,201.663596,0.540732,95.248061,103.359375,25.357143,0.048454,-0.00016,-0.001098,hiphop
34.285642,25.002179,107.013712,2.320241,32.213728,103.359375,24.533333,0.109411,-0.000111,-0.000953,hiphop
34.484647,24.511974,107.605681,2.185776,52.188394,103.359375,24.928571,0.101842,-6.8e-05,-0.000933,hiphop
30.89644,37.236432,140.162111,0.057099,66.726202,112.347147,22.733333,0.088108,-0.00016,-0.000291,hiphop
34.626133,23.629992,117.702518,2.587608,52.005582,112.347147,23.4375,0.126144,-5e-05,-0.000626,hiphop
32.321712,32.5969,153.145094,0.459537,73.998634,99.384014,26.166667,0.070989,-3.9e-05,-0.000482,hiphop
33.661236,26.312571,103.840522,2.302415,44.055933,99.384014,25.533333,0.092231,-4.2e-05,-0.000612,hiphop
34.832233,22.074637,118.895362,0.987664,59.379996,117.453835,22.294118,0.130165,-1e-05,-0.000324,hiphop
34.972875,21.434947,120.757417,2.897159,44.485206,123.046875,20.45,0.112773,-8e-06,-0.000614,hiphop
29.780832,43.662526,303.12531,1.830855,87.554862,86.132812,30.222222,0.097796,-0.000556,-0.000379,jazz
35.239229,21.028063,113.081122,5.819791,25.005004,135.999178,18.904762,0.067196,2.6e-05,0.000245,jazz
35.015305,22.61098,88.019906,1.356242,26.502183,117.453835,22.235294,0.051093,-2e-06,-3e-06,jazz
34.457395,23.39598,90.479364,1.120739,25.163116,117.453835,20.933333,0.048227,-4e-06,-4.6e-05,jazz
34.411444,22.923402,119.30017,1.271247,23.657561,63.024009,42.0,0.04568,5e-06,-7e-06,jazz
35.243988,19.258454,147.603677,4.260996,58.585378,117.453835,22.0625,0.066325,-7e-06,-1.9e-05,jazz
34.563618,22.121845,140.108405,2.140409,29.674239,135.999178,19.45,0.048705,4e-06,-3.9e-05,jazz
33.656114,29.44597,143.012854,2.402885,37.799927,63.024009,42.125,0.070554,3e-06,-2.3e-05,jazz
35.429345,18.106413,96.513534,3.122045,35.025337,112.347147,24.071429,0.047881,-4e-06,-2.9e-05,jazz
35.527577,18.52544,119.149985,3.846737,50.070574,107.666016,23.533333,0.037488,1e-06,-5.2e-05,jazz
32.14869,35.358122,160.396554,1.132941,41.419466,112.347147,22.2,0.031008,1e-06,-3e-05,jazz
35.137469,20.910425,156.214983,3.543793,43.475083,99.384014,25.866667,0.076716,1.6e-05,0.000133,jazz
33.547188,28.689892,170.639096,2.210739,64.006853,112.347147,22.8125,0.059636,2.1e-05,0.000114,jazz
35.297364,18.311714,146.116363,3.978845,57.889576,99.384014,25.533333,0.060095,6.1e-05,0.000449,jazz
32.621505,31.978334,117.903653,0.215334,32.263641,151.999081,17.0,0.086584,8.2e-05,5.9e-05,jazz
34.408186,24.947053,136.543801,3.477833,47.757606,80.749512,33.818182,0.068205,1.6e-05,0.000154,jazz
33.366094,30.587957,149.598352,0.991365,21.160491,198.768029,12.578947,0.06125,4.2e-05,0.000103,jazz
33.768844,27.122637,138.345633,0.414398,72.824142,99.384014,25.071429,0.080583,1.8e-05,0.000114,jazz
34.262336,21.805076,210.124584,5.580097,90.729608,198.768029,12.645161,0.082975,-6e-06,0.000287,jazz
35.590497,18.161952,112.074882,2.771368,21.088328,184.570312,14.0,0.060901,4e-05,0.000288,jazz
33.031482,31.037325,153.884656,1.743683,56.612027,103.359375,24.153846,0.029908,0.000126,0.000223,jazz
34.272577,25.947928,129.444788,2.910004,41.078023,123.046875,21.0,0.167956,5.1e-05,0.00029,jazz
33.271465,30.037467,137.864114,0.34142,62.96754,123.046875,20.368421,0.056272,8.6e-05,0.000279,jazz
35.481876,19.338232,94.042182,1.821391,32.018885,161.499023,16.25,0.081425,3.1e-05,0.000342,jazz
34.439913,24.117825,134.379869,1.66589,44.72603,107.666016,24.8125,0.103177,3.4e-05,0.000337,jazz
32.752939,31.156302,200.41589,0.684198,46.869811,99.384014,27.230769,0.050189,-9e-06,-3.1e-05,jazz
34.145726,24.097082,80.917192,0.056508,24.173354,78.302557,33.333333,0.034448,-1e-06,-3.4e-05,jazz
35.00368,20.211628,106.560093,3.776243,32.821889,143.554688,18.5,0.067326,3e-06,-5.3e-05,jazz
35.121763,21.582994,133.52764,0.053583,53.054856,99.384014,26.428571,0.078399,1e-06,-3.4e-05,jazz
35.272644,19.834328,103.498631,0.990384,42.182316,107.666016,24.4,0.092202,-7e-06,-4.7e-05,jazz
34.460948,23.10699,111.864348,2.919992,21.784015,258.398438,9.969697,0.059492,4e-06,-2.9e-05,jazz
35.500991,18.185298,87.88334,4.656903,27.485503,112.347147,22.333333,0.079089,-0.000975,-0.000973,jazz
32.335631,30.703173,149.057655,0.326439,62.586928,135.999178,20.052632,0.055442,-4e-06,-5.4e-05,jazz
30.726598,35.321061,205.493465,0.676923,48.643695,95.703125,27.5,0.038002,-0.000779,-0.001122,jazz
